date,date,TMAX,TMIN,TAVG
1/1/1949,1/1/1949,-0.6,-7.8,-4.2
1/2/1949,1/2/1949,2.8,-3.3,-0.25
1/3/1949,1/3/1949,4.4,1.7,3.05
1/4/1949,1/4/1949,10,4.4,7.2
1/5/1949,1/5/1949,4.4,-2.8,0.8
1/6/1949,1/6/1949,5.6,-3.9,0.85
1/7/1949,1/7/1949,11.1,1.7,6.4
1/8/1949,1/8/1949,12.2,2.2,7.2
1/9/1949,1/9/1949,7.2,1.1,4.15
1/10/1949,1/10/1949,2.2,0,1.1
1/11/1949,1/11/1949,0,-1.7,-0.85
1/12/1949,1/12/1949,-0.6,-2.2,-1.4
1/13/1949,1/13/1949,1.1,-3.3,-1.1
1/14/1949,1/14/1949,0.6,-1.7,-0.55
1/15/1949,1/15/1949,17.2,0.6,8.9
1/16/1949,1/16/1949,13.3,-5,4.15
1/17/1949,1/17/1949,-4.4,-8.9,-6.65
1/18/1949,1/18/1949,1.1,-6.7,-2.8
1/19/1949,1/19/1949,-2.8,-13.3,-8.05
1/20/1949,1/20/1949,-2.8,-13.9,-8.35
1/21/1949,1/21/1949,2.2,-5,-1.4
1/22/1949,1/22/1949,0,-10,-5
1/23/1949,1/23/1949,5.6,-2.2,1.7
1/24/1949,1/24/1949,5.6,-3.3,1.15
1/25/1949,1/25/1949,0,-5,-2.5
1/26/1949,1/26/1949,1.1,-3.3,-1.1
1/27/1949,1/27/1949,6.1,-1.7,2.2
1/28/1949,1/28/1949,1.7,-12.2,-5.25
1/29/1949,1/29/1949,-7.8,-18.9,-13.35
1/30/1949,1/30/1949,-8.9,-18.9,-13.9
1/31/1949,1/31/1949,-4.4,-10,-7.2
2/1/1949,2/1/1949,0,-8.9,-4.45
2/2/1949,2/2/1949,-2.2,-12.2,-7.2
2/3/1949,2/3/1949,1.1,-5.6,-2.25
2/4/1949,2/4/1949,0.6,-11.7,-5.55
2/5/1949,2/5/1949,0,-12.8,-6.4
2/6/1949,2/6/1949,2.2,-8.3,-3.05
2/7/1949,2/7/1949,2.2,-11.1,-4.45
2/8/1949,2/8/1949,10,-2.8,3.6
2/9/1949,2/9/1949,3.3,-7.2,-1.95
2/10/1949,2/10/1949,-1.7,-8.3,-5
2/11/1949,2/11/1949,5.6,-8.9,-1.65
2/12/1949,2/12/1949,10,2.8,6.4
2/13/1949,2/13/1949,12.2,-2.2,5
2/14/1949,2/14/1949,1.7,-5,-1.65
2/15/1949,2/15/1949,-1.1,-3.9,-2.5
2/16/1949,2/16/1949,4.4,-5,-0.3
2/17/1949,2/17/1949,6.1,-6.1,0
2/18/1949,2/18/1949,14.4,1.7,8.05
2/19/1949,2/19/1949,11.1,0.6,5.85
2/20/1949,2/20/1949,3.3,0.6,1.95
2/21/1949,2/21/1949,5.6,0,2.8
2/22/1949,2/22/1949,5.6,1.1,3.35
2/23/1949,2/23/1949,5.6,-0.6,2.5
2/24/1949,2/24/1949,7.8,-1.1,3.35
2/25/1949,2/25/1949,3.3,-2.2,0.55
2/26/1949,2/26/1949,7.2,-2.8,2.2
2/27/1949,2/27/1949,2.8,-3.3,-0.25
2/28/1949,2/28/1949,-3.9,-7.8,-5.85
3/1/1949,3/1/1949,2.2,-9.4,-3.6
3/2/1949,3/2/1949,7.2,-3.9,1.65
3/3/1949,3/3/1949,3.3,0,1.65
3/4/1949,3/4/1949,15.6,0,7.8
3/5/1949,3/5/1949,16.7,3.9,10.3
3/6/1949,3/6/1949,3.9,-3.3,0.3
3/7/1949,3/7/1949,6.7,-5.6,0.55
3/8/1949,3/8/1949,11.1,2.2,6.65
3/9/1949,3/9/1949,5.6,-1.1,2.25
3/10/1949,3/10/1949,1.1,-3.3,-1.1
3/11/1949,3/11/1949,-1.1,-5.6,-3.35
3/12/1949,3/12/1949,2.2,-5.6,-1.7
3/13/1949,3/13/1949,7.2,-3.3,1.95
3/14/1949,3/14/1949,2.2,-4.4,-1.1
3/15/1949,3/15/1949,0,-9.4,-4.7
3/16/1949,3/16/1949,2.8,-6.7,-1.95
3/17/1949,3/17/1949,4.4,-3.9,0.25
3/18/1949,3/18/1949,2.2,-3.9,-0.85
3/19/1949,3/19/1949,3.9,-7.2,-1.65
3/20/1949,3/20/1949,14.4,-3.9,5.25
3/21/1949,3/21/1949,21.1,5.6,13.35
3/22/1949,3/22/1949,12.2,2.2,7.2
3/23/1949,3/23/1949,5,0,2.5
3/24/1949,3/24/1949,21.1,1.7,11.4
3/25/1949,3/25/1949,18.3,10,14.15
3/26/1949,3/26/1949,16.7,8.9,12.8
3/27/1949,3/27/1949,16.7,6.1,11.4
3/28/1949,3/28/1949,21.1,6.1,13.6
3/29/1949,3/29/1949,22.8,6.1,14.45
3/30/1949,3/30/1949,15.6,6.7,11.15
3/31/1949,3/31/1949,16.1,3.3,9.7
4/1/1949,4/1/1949,6.1,2.8,4.45
4/2/1949,4/2/1949,12.8,0,6.4
4/3/1949,4/3/1949,12.2,0,6.1
4/4/1949,4/4/1949,15.6,1.1,8.35
4/5/1949,4/5/1949,13.9,4.4,9.15
4/6/1949,4/6/1949,12.8,0.6,6.7
4/7/1949,4/7/1949,16.7,5.6,11.15
4/8/1949,4/8/1949,12.8,2.2,7.5
4/9/1949,4/9/1949,13.9,1.1,7.5
4/10/1949,4/10/1949,11.1,1.1,6.1
4/11/1949,4/11/1949,18.3,6.7,12.5
4/12/1949,4/12/1949,22.2,6.1,14.15
4/13/1949,4/13/1949,24.4,10.6,17.5
4/14/1949,4/14/1949,21.1,4.4,12.75
4/15/1949,4/15/1949,4.4,-0.6,1.9
4/16/1949,4/16/1949,7.8,-2.2,2.8
4/17/1949,4/17/1949,14.4,3.3,8.85
4/18/1949,4/18/1949,4.4,1.1,2.75
4/19/1949,4/19/1949,13.9,1.1,7.5
4/20/1949,4/20/1949,18.3,1.7,10
4/21/1949,4/21/1949,22.2,5,13.6
4/22/1949,4/22/1949,21.1,11.1,16.1
4/23/1949,4/23/1949,20,6.7,13.35
4/24/1949,4/24/1949,12.8,2.2,7.5
4/25/1949,4/25/1949,24.4,2.8,13.6
4/26/1949,4/26/1949,21.1,13.3,17.2
4/27/1949,4/27/1949,21.7,7.2,14.45
4/28/1949,4/28/1949,18.3,6.7,12.5
4/29/1949,4/29/1949,24.4,4.4,14.4
4/30/1949,4/30/1949,18.9,12.2,15.55
5/1/1949,5/1/1949,24.4,11.7,18.05
5/2/1949,5/2/1949,26.1,8.9,17.5
5/3/1949,5/3/1949,31.1,12.2,21.65
5/4/1949,5/4/1949,31.1,16.7,23.9
5/5/1949,5/5/1949,32.2,17.8,25
5/6/1949,5/6/1949,32.2,11.1,21.65
5/7/1949,5/7/1949,18.3,8.9,13.6
5/8/1949,5/8/1949,22.8,6.1,14.45
5/9/1949,5/9/1949,21.1,11.1,16.1
5/10/1949,5/10/1949,20,6.7,13.35
5/11/1949,5/11/1949,21.1,2.8,11.95
5/12/1949,5/12/1949,28.3,11.1,19.7
5/13/1949,5/13/1949,29.4,11.7,20.55
5/14/1949,5/14/1949,28.9,15.6,22.25
5/15/1949,5/15/1949,28.3,13.3,20.8
5/16/1949,5/16/1949,25,15.6,20.3
5/17/1949,5/17/1949,30,15.6,22.8
5/18/1949,5/18/1949,26.7,16.1,21.4
5/19/1949,5/19/1949,21.7,8.3,15
5/20/1949,5/20/1949,13.9,7.2,10.55
5/21/1949,5/21/1949,21.7,11.7,16.7
5/22/1949,5/22/1949,20,13.9,16.95
5/23/1949,5/23/1949,23.9,12.8,18.35
5/24/1949,5/24/1949,17.8,10,13.9
5/25/1949,5/25/1949,16.7,6.7,11.7
5/26/1949,5/26/1949,17.8,7.2,12.5
5/27/1949,5/27/1949,24.4,10,17.2
5/28/1949,5/28/1949,21.1,8.9,15
5/29/1949,5/29/1949,22.8,8.3,15.55
5/30/1949,5/30/1949,23.9,10.6,17.25
5/31/1949,5/31/1949,28.9,15.6,22.25
6/1/1949,6/1/1949,30.6,15.6,23.1
6/2/1949,6/2/1949,27.2,17.8,22.5
6/3/1949,6/3/1949,32.2,18.9,25.55
6/4/1949,6/4/1949,30.6,20,25.3
6/5/1949,6/5/1949,27.8,17.2,22.5
6/6/1949,6/6/1949,30,15.6,22.8
6/7/1949,6/7/1949,24.4,9.4,16.9
6/8/1949,6/8/1949,24.4,8.9,16.65
6/9/1949,6/9/1949,26.1,10,18.05
6/10/1949,6/10/1949,26.7,15,20.85
6/11/1949,6/11/1949,27.2,18.9,23.05
6/12/1949,6/12/1949,29.4,18.3,23.85
6/13/1949,6/13/1949,26.1,20.6,23.35
6/14/1949,6/14/1949,26.1,20,23.05
6/15/1949,6/15/1949,22.2,15,18.6
6/16/1949,6/16/1949,21.7,14.4,18.05
6/17/1949,6/17/1949,26.1,17.8,21.95
6/18/1949,6/18/1949,30,17.8,23.9
6/19/1949,6/19/1949,32.2,20,26.1
6/20/1949,6/20/1949,31.7,19.4,25.55
6/21/1949,6/21/1949,29.4,21.7,25.55
6/22/1949,6/22/1949,30.6,17.8,24.2
6/23/1949,6/23/1949,30,18.3,24.15
6/24/1949,6/24/1949,34.4,20.6,27.5
6/25/1949,6/25/1949,32.8,22.2,27.5
6/26/1949,6/26/1949,31.1,21.7,26.4
6/27/1949,6/27/1949,32.8,21.1,26.95
6/28/1949,6/28/1949,35,21.7,28.35
6/29/1949,6/29/1949,32.2,21.7,26.95
6/30/1949,6/30/1949,33.3,23.3,28.3
7/1/1949,7/1/1949,36.1,23.9,30
7/2/1949,7/2/1949,36.1,24.4,30.25
7/3/1949,7/3/1949,35,23.9,29.45
7/4/1949,7/4/1949,35.6,22.2,28.9
7/5/1949,7/5/1949,35.6,24.4,30
7/6/1949,7/6/1949,33.9,22.8,28.35
7/7/1949,7/7/1949,31.7,22.8,27.25
7/8/1949,7/8/1949,33.9,23.3,28.6
7/9/1949,7/9/1949,30,22.8,26.4
7/10/1949,7/10/1949,29.4,16.1,22.75
7/11/1949,7/11/1949,29.4,15.6,22.5
7/12/1949,7/12/1949,28.9,17.8,23.35
7/13/1949,7/13/1949,30.6,17.2,23.9
7/14/1949,7/14/1949,31.7,18.9,25.3
7/15/1949,7/15/1949,29.4,18.3,23.85
7/16/1949,7/16/1949,31.1,17.2,24.15
7/17/1949,7/17/1949,31.1,17.8,24.45
7/18/1949,7/18/1949,32.2,18.9,25.55
7/19/1949,7/19/1949,32.2,22.8,27.5
7/20/1949,7/20/1949,30,21.7,25.85
7/21/1949,7/21/1949,32.8,21.7,27.25
7/22/1949,7/22/1949,28.9,21.7,25.3
7/23/1949,7/23/1949,31.7,20,25.85
7/24/1949,7/24/1949,32.8,21.1,26.95
7/25/1949,7/25/1949,29.4,21.7,25.55
7/26/1949,7/26/1949,27.8,22.8,25.3
7/27/1949,7/27/1949,32.8,21.7,27.25
7/28/1949,7/28/1949,32.8,22.2,27.5
7/29/1949,7/29/1949,32.2,20.6,26.4
7/30/1949,7/30/1949,27.2,16.1,21.65
7/31/1949,7/31/1949,23.9,15.6,19.75
8/1/1949,8/1/1949,27.8,13.3,20.55
8/2/1949,8/2/1949,26.7,18.9,22.8
8/3/1949,8/3/1949,27.8,17.8,22.8
8/4/1949,8/4/1949,30.6,17.8,24.2
8/5/1949,8/5/1949,27.8,17.2,22.5
8/6/1949,8/6/1949,30.6,17.8,24.2
8/7/1949,8/7/1949,32.2,20,26.1
8/8/1949,8/8/1949,33.3,21.7,27.5
8/9/1949,8/9/1949,33.3,20.6,26.95
8/10/1949,8/10/1949,33.9,22.2,28.05
8/11/1949,8/11/1949,31.7,21.7,26.7
8/12/1949,8/12/1949,27.2,21.7,24.45
8/13/1949,8/13/1949,29.4,21.1,25.25
8/14/1949,8/14/1949,29.4,20.6,25
8/15/1949,8/15/1949,30,22.2,26.1
8/16/1949,8/16/1949,30,21.7,25.85
8/17/1949,8/17/1949,30.6,21.1,25.85
8/18/1949,8/18/1949,28.9,20,24.45
8/19/1949,8/19/1949,26.1,15.6,20.85
8/20/1949,8/20/1949,23.9,11.7,17.8
8/21/1949,8/21/1949,25.6,11.7,18.65
8/22/1949,8/22/1949,27.8,13.9,20.85
8/23/1949,8/23/1949,30,15.6,22.8
8/24/1949,8/24/1949,31.7,12.2,21.95
8/25/1949,8/25/1949,33.3,21.7,27.5
8/26/1949,8/26/1949,31.7,18.9,25.3
8/27/1949,8/27/1949,28.3,20,24.15
8/28/1949,8/28/1949,25.6,16.1,20.85
8/29/1949,8/29/1949,27.8,14.4,21.1
8/30/1949,8/30/1949,28.3,16.7,22.5
8/31/1949,8/31/1949,26.1,11.1,18.6
9/1/1949,9/1/1949,21.1,7.2,14.15
9/2/1949,9/2/1949,26.1,6.1,16.1
9/3/1949,9/3/1949,28.9,10,19.45
9/4/1949,9/4/1949,30.6,17.8,24.2
9/5/1949,9/5/1949,23.9,18.3,21.1
9/6/1949,9/6/1949,23.3,13.9,18.6
9/7/1949,9/7/1949,23.9,13.9,18.9
9/8/1949,9/8/1949,22.8,10,16.4
9/9/1949,9/9/1949,23.3,10,16.65
9/10/1949,9/10/1949,26.7,10,18.35
9/11/1949,9/11/1949,23.3,13.3,18.3
9/12/1949,9/12/1949,18.9,16.7,17.8
9/13/1949,9/13/1949,19.4,10,14.7
9/14/1949,9/14/1949,16.7,6.7,11.7
9/15/1949,9/15/1949,20.6,11.1,15.85
9/16/1949,9/16/1949,21.7,8.3,15
9/17/1949,9/17/1949,22.8,13.9,18.35
9/18/1949,9/18/1949,26.7,15.6,21.15
9/19/1949,9/19/1949,22.8,12.2,17.5
9/20/1949,9/20/1949,24.4,8.3,16.35
9/21/1949,9/21/1949,20.6,11.1,15.85
9/22/1949,9/22/1949,22.8,9.4,16.1
9/23/1949,9/23/1949,17.2,5.6,11.4
9/24/1949,9/24/1949,20,6.1,13.05
9/25/1949,9/25/1949,22.2,5.6,13.9
9/26/1949,9/26/1949,26.1,7.8,16.95
9/27/1949,9/27/1949,25,14.4,19.7
9/28/1949,9/28/1949,18.9,6.7,12.8
9/29/1949,9/29/1949,15.6,3.3,9.45
9/30/1949,9/30/1949,24.4,5,14.7
10/1/1949,10/1/1949,23.9,7.8,15.85
10/2/1949,10/2/1949,19.4,9.4,14.4
10/3/1949,10/3/1949,19.4,17.2,18.3
10/4/1949,10/4/1949,23.3,16.1,19.7
10/5/1949,10/5/1949,21.7,15,18.35
10/6/1949,10/6/1949,18.3,16.1,17.2
10/7/1949,10/7/1949,27.2,13.3,20.25
10/8/1949,10/8/1949,29.4,16.1,22.75
10/9/1949,10/9/1949,29.4,18.3,23.85
10/10/1949,10/10/1949,27.2,15.6,21.4
10/11/1949,10/11/1949,16.7,14.4,15.55
10/12/1949,10/12/1949,18.3,8.3,13.3
10/13/1949,10/13/1949,20,7.2,13.6
10/14/1949,10/14/1949,22.2,10.6,16.4
10/15/1949,10/15/1949,16.7,8.9,12.8
10/16/1949,10/16/1949,21.1,6.1,13.6
10/17/1949,10/17/1949,22.8,11.7,17.25
10/18/1949,10/18/1949,22.8,12.8,17.8
10/19/1949,10/19/1949,22.2,13.3,17.75
10/20/1949,10/20/1949,21.1,14.4,17.75
10/21/1949,10/21/1949,21.1,11.7,16.4
10/22/1949,10/22/1949,13.9,3.9,8.9
10/23/1949,10/23/1949,17.8,6.7,12.25
10/24/1949,10/24/1949,10.6,2.8,6.7
10/25/1949,10/25/1949,14.4,2.8,8.6
10/26/1949,10/26/1949,11.1,-0.6,5.25
10/27/1949,10/27/1949,15.6,-0.6,7.5
10/28/1949,10/28/1949,20,1.7,10.85
10/29/1949,10/29/1949,20.6,4.4,12.5
10/30/1949,10/30/1949,15,5.6,10.3
10/31/1949,10/31/1949,6.7,-0.6,3.05
11/1/1949,11/1/1949,11.7,-3.9,3.9
11/2/1949,11/2/1949,7.2,0.6,3.9
11/3/1949,11/3/1949,6.7,-1.1,2.8
11/4/1949,11/4/1949,12.2,3.3,7.75
11/5/1949,11/5/1949,10,0,5
11/6/1949,11/6/1949,15,0.6,7.8
11/7/1949,11/7/1949,20.6,2.8,11.7
11/8/1949,11/8/1949,20.6,7.2,13.9
11/9/1949,11/9/1949,20,2.8,11.4
11/10/1949,11/10/1949,22.2,11.7,16.95
11/11/1949,11/11/1949,23.3,10.6,16.95
11/12/1949,11/12/1949,21.1,11.7,16.4
11/13/1949,11/13/1949,12.8,6.1,9.45
11/14/1949,11/14/1949,12.2,1.7,6.95
11/15/1949,11/15/1949,4.4,-0.6,1.9
11/16/1949,11/16/1949,4.4,-0.6,1.9
11/17/1949,11/17/1949,5,0,2.5
11/18/1949,11/18/1949,3.9,-2.2,0.85
11/19/1949,11/19/1949,13.9,1.1,7.5
11/20/1949,11/20/1949,11.7,1.1,6.4
11/21/1949,11/21/1949,1.7,-5,-1.65
11/22/1949,11/22/1949,2.8,-7.2,-2.2
11/23/1949,11/23/1949,5.6,-1.1,2.25
11/24/1949,11/24/1949,5,0,2.5
11/25/1949,11/25/1949,-0.6,-5.6,-3.1
11/26/1949,11/26/1949,4.4,-6.7,-1.15
11/27/1949,11/27/1949,4.4,-1.7,1.35
11/28/1949,11/28/1949,15.6,0,7.8
11/29/1949,11/29/1949,14.4,3.3,8.85
11/30/1949,11/30/1949,9.4,0.6,5
12/1/1949,12/1/1949,8.3,-3.3,2.5
12/2/1949,12/2/1949,4.4,-5.6,-0.6
12/3/1949,12/3/1949,10.6,-2.8,3.9
12/4/1949,12/4/1949,8.9,0,4.45
12/5/1949,12/5/1949,6.1,-3.3,1.4
12/6/1949,12/6/1949,8.3,-5.6,1.35
12/7/1949,12/7/1949,0.6,-2.8,-1.1
12/8/1949,12/8/1949,-1.7,-8.3,-5
12/9/1949,12/9/1949,-0.6,-9.4,-5
12/10/1949,12/10/1949,8.3,-2.2,3.05
12/11/1949,12/11/1949,17.8,8.3,13.05
12/12/1949,12/12/1949,10.6,-6.1,2.25
12/13/1949,12/13/1949,0.6,-7.8,-3.6
12/14/1949,12/14/1949,-4.4,-11.1,-7.75
12/15/1949,12/15/1949,-2.8,-13.3,-8.05
12/16/1949,12/16/1949,-0.6,-9.4,-5
12/17/1949,12/17/1949,5,-4.4,0.3
12/18/1949,12/18/1949,5.6,2.2,3.9
12/19/1949,12/19/1949,9.4,2.2,5.8
12/20/1949,12/20/1949,16.1,8.3,12.2
12/21/1949,12/21/1949,15.6,6.1,10.85
12/22/1949,12/22/1949,8.3,-11.7,-1.7
12/23/1949,12/23/1949,-2.8,-11.7,-7.25
12/24/1949,12/24/1949,2.8,-3.9,-0.55
12/25/1949,12/25/1949,6.1,-0.6,2.75
12/26/1949,12/26/1949,3.9,1.7,2.8
12/27/1949,12/27/1949,3.3,1.1,2.2
12/28/1949,12/28/1949,6.7,-3.3,1.7
12/29/1949,12/29/1949,10,-1.1,4.45
12/30/1949,12/30/1949,10,-1.1,4.45
12/31/1949,12/31/1949,8.9,2.8,5.85
1/1/1950,1/1/1950,10,6.7,8.35
1/2/1950,1/2/1950,15,8.3,11.65
1/3/1950,1/3/1950,15.6,-1.1,7.25
1/4/1950,1/4/1950,-0.6,-13.3,-6.95
1/5/1950,1/5/1950,-5,-12.8,-8.9
1/6/1950,1/6/1950,-2.2,-6.7,-4.45
1/7/1950,1/7/1950,-0.6,-8.9,-4.75
1/8/1950,1/8/1950,1.1,-9.4,-4.15
1/9/1950,1/9/1950,8.9,-8.9,0
1/10/1950,1/10/1950,13.3,-3.3,5
1/11/1950,1/11/1950,0,-6.7,-3.35
1/12/1950,1/12/1950,3.9,0,1.95
1/13/1950,1/13/1950,16.1,0,8.05
1/14/1950,1/14/1950,1.1,-6.1,-2.5
1/15/1950,1/15/1950,14.4,-8.3,3.05
1/16/1950,1/16/1950,-1.1,-10.6,-5.85
1/17/1950,1/17/1950,6.7,-6.1,0.3
1/18/1950,1/18/1950,0.6,-12.2,-5.8
1/19/1950,1/19/1950,-2.8,-12.8,-7.8
1/20/1950,1/20/1950,1.1,-8.9,-3.9
1/21/1950,1/21/1950,7.2,-3.9,1.65
1/22/1950,1/22/1950,5.6,2.8,4.2
1/23/1950,1/23/1950,6.7,2.8,4.75
1/24/1950,1/24/1950,20,2.8,11.4
1/25/1950,1/25/1950,19.4,3.9,11.65
1/26/1950,1/26/1950,2.2,-7.8,-2.8
1/27/1950,1/27/1950,1.1,-12.2,-5.55
1/28/1950,1/28/1950,6.7,-5.6,0.55
1/29/1950,1/29/1950,7.2,-8.9,-0.85
1/30/1950,1/30/1950,-5.6,-12.8,-9.2
1/31/1950,1/31/1950,-2.2,-6.7,-4.45
2/1/1950,2/1/1950,-0.6,-6.7,-3.65
2/2/1950,2/2/1950,-0.6,-8.3,-4.45
2/3/1950,2/3/1950,3.3,-10,-3.35
2/4/1950,2/4/1950,6.7,-3.9,1.4
2/5/1950,2/5/1950,7.2,-2.2,2.5
2/6/1950,2/6/1950,5.6,2.2,3.9
2/7/1950,2/7/1950,3.9,0,1.95
2/8/1950,2/8/1950,2.8,-0.6,1.1
2/9/1950,2/9/1950,5.6,0.6,3.1
2/10/1950,2/10/1950,8.9,0,4.45
2/11/1950,2/11/1950,8.3,-2.2,3.05
2/12/1950,2/12/1950,3.9,0.6,2.25
2/13/1950,2/13/1950,2.8,0,1.4
2/14/1950,2/14/1950,2.2,-1.1,0.55
2/15/1950,2/15/1950,-1.1,-7.8,-4.45
2/16/1950,2/16/1950,-0.6,-8.3,-4.45
2/17/1950,2/17/1950,4.4,-7.2,-1.4
2/18/1950,2/18/1950,2.8,-7.2,-2.2
2/19/1950,2/19/1950,0,-10.6,-5.3
2/20/1950,2/20/1950,-1.1,-9.4,-5.25
2/21/1950,2/21/1950,4.4,-1.1,1.65
2/22/1950,2/22/1950,-1.1,-7.8,-4.45
2/23/1950,2/23/1950,2.2,-10,-3.9
2/24/1950,2/24/1950,0.6,-11.7,-5.55
2/25/1950,2/25/1950,-8.9,-18.3,-13.6
2/26/1950,2/26/1950,-7.2,-21.1,-14.15
2/27/1950,2/27/1950,1.7,-17.2,-7.75
2/28/1950,2/28/1950,6.1,0,3.05
3/1/1950,3/1/1950,-0.6,-12.2,-6.4
3/2/1950,3/2/1950,-6.7,-16.7,-11.7
3/3/1950,3/3/1950,0.6,-11.1,-5.25
3/4/1950,3/4/1950,10,-5,2.5
3/5/1950,3/5/1950,16.1,1.7,8.9
3/6/1950,3/6/1950,13.9,1.1,7.5
3/7/1950,3/7/1950,12.2,2.8,7.5
3/8/1950,3/8/1950,1.1,-7.8,-3.35
3/9/1950,3/9/1950,-2.2,-10,-6.1
3/10/1950,3/10/1950,5,-5,0
3/11/1950,3/11/1950,6.1,-1.1,2.5
3/12/1950,3/12/1950,-0.6,-6.1,-3.35
3/13/1950,3/13/1950,-2.2,-8.3,-5.25
3/14/1950,3/14/1950,3.9,-10,-3.05
3/15/1950,3/15/1950,3.3,-2.2,0.55
3/16/1950,3/16/1950,3.3,-1.7,0.8
3/17/1950,3/17/1950,7.2,-1.7,2.75
3/18/1950,3/18/1950,1.7,-4.4,-1.35
3/19/1950,3/19/1950,2.2,-2.2,0
3/20/1950,3/20/1950,2.8,1.1,1.95
3/21/1950,3/21/1950,7.2,1.1,4.15
3/22/1950,3/22/1950,2.8,0.6,1.7
3/23/1950,3/23/1950,11.7,1.1,6.4
3/24/1950,3/24/1950,8.9,1.7,5.3
3/25/1950,3/25/1950,12.2,0.6,6.4
3/26/1950,3/26/1950,22.8,7.8,15.3
3/27/1950,3/27/1950,17.8,11.7,14.75
3/28/1950,3/28/1950,5.6,-0.6,2.5
3/29/1950,3/29/1950,3.3,-2.2,0.55
3/30/1950,3/30/1950,7.8,-3.3,2.25
3/31/1950,3/31/1950,13.9,-1.1,6.4
4/1/1950,4/1/1950,8.9,1.1,5
4/2/1950,4/2/1950,12.8,1.1,6.95
4/3/1950,4/3/1950,12.2,4.4,8.3
4/4/1950,4/4/1950,5.6,0.6,3.1
4/5/1950,4/5/1950,3.3,-1.7,0.8
4/6/1950,4/6/1950,6.1,-2.2,1.95
4/7/1950,4/7/1950,13.3,-1.1,6.1
4/8/1950,4/8/1950,7.2,1.7,4.45
4/9/1950,4/9/1950,3.9,0.6,2.25
4/10/1950,4/10/1950,21.1,2.8,11.95
4/11/1950,4/11/1950,7.2,1.7,4.45
4/12/1950,4/12/1950,1.7,-2.8,-0.55
4/13/1950,4/13/1950,1.7,-6.7,-2.5
4/14/1950,4/14/1950,7.2,-3.3,1.95
4/15/1950,4/15/1950,13.3,-1.7,5.8
4/16/1950,4/16/1950,18.9,-0.6,9.15
4/17/1950,4/17/1950,18.9,6.7,12.8
4/18/1950,4/18/1950,17.2,7.2,12.2
4/19/1950,4/19/1950,12.8,4.4,8.6
4/20/1950,4/20/1950,8.9,1.7,5.3
4/21/1950,4/21/1950,13.9,-1.1,6.4
4/22/1950,4/22/1950,25,1.7,13.35
4/23/1950,4/23/1950,19.4,15.6,17.5
4/24/1950,4/24/1950,22.2,10.6,16.4
4/25/1950,4/25/1950,16.7,3.9,10.3
4/26/1950,4/26/1950,13.3,2.2,7.75
4/27/1950,4/27/1950,8.9,2.2,5.55
4/28/1950,4/28/1950,9.4,0.6,5
4/29/1950,4/29/1950,10,5,7.5
4/30/1950,4/30/1950,10,5,7.5
5/1/1950,5/1/1950,13.9,4.4,9.15
5/2/1950,5/2/1950,18.9,7.2,13.05
5/3/1950,5/3/1950,25,12.2,18.6
5/4/1950,5/4/1950,26.1,17.8,21.95
5/5/1950,5/5/1950,26.7,13.9,20.3
5/6/1950,5/6/1950,24.4,9.4,16.9
5/7/1950,5/7/1950,21.1,6.1,13.6
5/8/1950,5/8/1950,18.9,5.6,12.25
5/9/1950,5/9/1950,23.9,13.9,18.9
5/10/1950,5/10/1950,20,10,15
5/11/1950,5/11/1950,15.6,10,12.8
5/12/1950,5/12/1950,23.9,8.9,16.4
5/13/1950,5/13/1950,26.7,11.1,18.9
5/14/1950,5/14/1950,25.6,11.7,18.65
5/15/1950,5/15/1950,26.1,8.9,17.5
5/16/1950,5/16/1950,23.9,7.2,15.55
5/17/1950,5/17/1950,25.6,11.1,18.35
5/18/1950,5/18/1950,27.2,11.1,19.15
5/19/1950,5/19/1950,25,11.1,18.05
5/20/1950,5/20/1950,24.4,11.7,18.05
5/21/1950,5/21/1950,25.6,10.6,18.1
5/22/1950,5/22/1950,21.1,11.7,16.4
5/23/1950,5/23/1950,30.6,11.1,20.85
5/24/1950,5/24/1950,32.8,17.2,25
5/25/1950,5/25/1950,31.1,18.3,24.7
5/26/1950,5/26/1950,18.3,10.6,14.45
5/27/1950,5/27/1950,20,10,15
5/28/1950,5/28/1950,17.2,12.2,14.7
5/29/1950,5/29/1950,25.6,12.2,18.9
5/30/1950,5/30/1950,26.7,16.7,21.7
5/31/1950,5/31/1950,24.4,15,19.7
6/1/1950,6/1/1950,25.6,11.7,18.65
6/2/1950,6/2/1950,29.4,16.1,22.75
6/3/1950,6/3/1950,20.6,10,15.3
6/4/1950,6/4/1950,24.4,9.4,16.9
6/5/1950,6/5/1950,26.1,12.2,19.15
6/6/1950,6/6/1950,28.9,14.4,21.65
6/7/1950,6/7/1950,30.6,15,22.8
6/8/1950,6/8/1950,31.7,17.2,24.45
6/9/1950,6/9/1950,27.8,21.1,24.45
6/10/1950,6/10/1950,27.2,15.6,21.4
6/11/1950,6/11/1950,25,12.8,18.9
6/12/1950,6/12/1950,26.1,13.3,19.7
6/13/1950,6/13/1950,27.2,17.8,22.5
6/14/1950,6/14/1950,29.4,20.6,25
6/15/1950,6/15/1950,31.7,18.3,25
6/16/1950,6/16/1950,32.2,13.3,22.75
6/17/1950,6/17/1950,17.2,8.3,12.75
6/18/1950,6/18/1950,15.6,12.2,13.9
6/19/1950,6/19/1950,20.6,12.8,16.7
6/20/1950,6/20/1950,20.6,12.8,16.7
