date,date,TMAX,TMIN,TAVG
10/9/2004,10/9/2004,20,11.1,15.55
10/10/2004,10/10/2004,23.3,5.6,14.45
10/11/2004,10/11/2004,21.1,4.4,12.75
10/12/2004,10/12/2004,20,4.4,12.2
10/13/2004,10/13/2004,14.4,6.7,10.55
10/14/2004,10/14/2004,12.8,3.3,8.05
10/15/2004,10/15/2004,13.3,3.3,8.3
10/16/2004,10/16/2004,10.6,3.9,7.25
10/17/2004,10/17/2004,10.6,-2.2,4.2
10/18/2004,10/18/2004,15.6,4.4,10
10/19/2004,10/19/2004,25.6,4.4,15
10/20/2004,10/20/2004,11.1,5.6,8.35
10/21/2004,10/21/2004,13.3,6.1,9.7
10/22/2004,10/22/2004,15.6,7.8,11.7
10/23/2004,10/23/2004,19.4,8.9,14.15
10/24/2004,10/24/2004,4.4,5.6,5
10/25/2004,10/25/2004,20,6.1,13.05
10/26/2004,10/26/2004,26.1,6.7,16.4
10/27/2004,10/27/2004,20.6,11.1,15.85
10/28/2004,10/28/2004,15.6,7.8,11.7
10/29/2004,10/29/2004,19.4,7.8,13.6
10/30/2004,10/30/2004,27.2,10.6,18.9
10/31/2004,10/31/2004,20.6,5,12.8
11/1/2004,11/1/2004,18.9,7.2,13.05
11/2/2004,11/2/2004,17.8,8.3,13.05
11/3/2004,11/3/2004,12.8,-0.6,6.1
11/4/2004,11/4/2004,11.1,2.8,6.95
11/5/2004,11/5/2004,15,-6.1,4.45
11/6/2004,11/6/2004,12.2,-1.7,5.25
11/7/2004,11/7/2004,15.6,4.4,10
11/8/2004,11/8/2004,17.2,-2.8,7.2
11/9/2004,11/9/2004,10,-1.1,4.45
11/10/2004,11/10/2004,13.3,0.6,6.95
11/11/2004,11/11/2004,15.6,0,7.8
11/12/2004,11/12/2004,17.8,-5,6.4
11/13/2004,11/13/2004,8.9,-4.4,2.25
11/14/2004,11/14/2004,10,-3.3,3.35
11/15/2004,11/15/2004,11.1,-3.9,3.6
11/16/2004,11/16/2004,13.9,1.1,7.5
11/17/2004,11/17/2004,15.6,8.3,11.95
11/18/2004,11/18/2004,20.6,11.1,15.85
11/19/2004,11/19/2004,16.7,11.1,13.9
11/20/2004,11/20/2004,13.9,10,11.95
11/21/2004,11/21/2004,12.2,3.3,7.75
11/22/2004,11/22/2004,7.2,1.7,4.45
11/23/2004,11/23/2004,11.7,1.7,6.7
11/24/2004,11/24/2004,11.7,1.7,6.7
11/25/2004,11/25/2004,3.9,-7.8,-1.95
11/26/2004,11/26/2004,5.6,2.8,4.2
11/27/2004,11/27/2004,10,3.3,6.65
11/28/2004,11/28/2004,5.6,0,2.8
11/29/2004,11/29/2004,5,0,2.5
11/30/2004,11/30/2004,3.3,0.6,1.95
12/1/2004,12/1/2004,4.4,-2.8,0.8
12/2/2004,12/2/2004,3.9,-4.4,-0.25
12/3/2004,12/3/2004,5.6,2.2,3.9
12/4/2004,12/4/2004,4.4,0,2.2
12/5/2004,12/5/2004,11.1,-1.7,4.7
12/6/2004,12/6/2004,10.6,2.2,6.4
12/7/2004,12/7/2004,13.3,7.2,10.25
12/8/2004,12/8/2004,12.2,0,6.1
12/9/2004,12/9/2004,7.2,0,3.6
12/10/2004,12/10/2004,12.8,2.2,7.5
12/11/2004,12/11/2004,6.7,0,3.35
12/12/2004,12/12/2004,7.2,3.9,5.55
12/13/2004,12/13/2004,6.1,-3.3,1.4
12/14/2004,12/14/2004,0,-10.6,-5.3
12/15/2004,12/15/2004,-2.8,-10.6,-6.7
12/16/2004,12/16/2004,2.8,-8.9,-3.05
12/17/2004,12/17/2004,6.7,-6.7,0
12/18/2004,12/18/2004,4.4,-7.8,-1.7
12/19/2004,12/19/2004,6.7,-15,-4.15
12/20/2004,12/20/2004,-7.8,-11.1,-9.45
12/21/2004,12/21/2004,-1.1,-10.6,-5.85
12/22/2004,12/22/2004,3.3,-11.1,-3.9
12/23/2004,12/23/2004,-8.3,-17.2,-12.75
12/24/2004,12/24/2004,-8.9,-16.7,-12.8
12/25/2004,12/25/2004,-4.4,-19.4,-11.9
12/26/2004,12/26/2004,-3.3,-20.6,-11.95
12/27/2004,12/27/2004,-4.4,-17.8,-11.1
12/28/2004,12/28/2004,0,-7.8,-3.9
12/29/2004,12/29/2004,4.4,-6.1,-0.85
12/30/2004,12/30/2004,11.1,1.1,6.1
12/31/2004,12/31/2004,13.3,3.3,8.3
1/1/2005,1/1/2005,16.7,-0.6,8.05
1/2/2005,1/2/2005,13.3,2.2,7.75
1/3/2005,1/3/2005,13.9,2.8,8.35
1/4/2005,1/4/2005,4.4,1.1,2.75
1/5/2005,1/5/2005,4.4,-1.1,1.65
1/6/2005,1/6/2005,1.7,-4.4,-1.35
1/7/2005,1/7/2005,-1.1,-7.8,-4.45
1/8/2005,1/8/2005,-1.1,-5.6,-3.35
1/9/2005,1/9/2005,1.1,-6.7,-2.8
1/10/2005,1/10/2005,3.3,-6.7,-1.7
1/11/2005,1/11/2005,3.3,-1.7,0.8
1/12/2005,1/12/2005,12.2,0,6.1
1/13/2005,1/13/2005,18.3,1.7,10
1/14/2005,1/14/2005,3.9,-15,-5.55
1/15/2005,1/15/2005,-8.3,-15,-11.65
1/16/2005,1/16/2005,-10,-15.6,-12.8
1/17/2005,1/17/2005,-10,-18.3,-14.15
1/18/2005,1/18/2005,-10,-19.4,-14.7
1/19/2005,1/19/2005,1.7,-18.3,-8.3
1/20/2005,1/20/2005,2.8,-5.6,-1.4
1/21/2005,1/21/2005,0,-10.6,-5.3
1/22/2005,1/22/2005,-1.7,-11.7,-6.7
1/23/2005,1/23/2005,-6.7,-12.2,-9.45
1/24/2005,1/24/2005,-3.3,-17.8,-10.55
1/25/2005,1/25/2005,3.3,-6.1,-1.4
1/26/2005,1/26/2005,8.9,-5,1.95
1/27/2005,1/27/2005,-0.6,-11.1,-5.85
1/28/2005,1/28/2005,-6.1,-12.8,-9.45
1/29/2005,1/29/2005,-0.6,-12.8,-6.7
1/30/2005,1/30/2005,1.1,-10,-4.45
1/31/2005,1/31/2005,0.6,-12.8,-6.1
2/1/2005,2/1/2005,0.6,-10.6,-5
2/2/2005,2/2/2005,1.1,-10.6,-4.75
2/3/2005,2/3/2005,1.7,-9.4,-3.85
2/4/2005,2/4/2005,5.6,-9.4,-1.9
2/5/2005,2/5/2005,12.2,5,8.6
2/6/2005,2/6/2005,11.1,2.2,6.65
2/7/2005,2/7/2005,10,-5,2.5
2/8/2005,2/8/2005,8.9,-0.6,4.15
2/9/2005,2/9/2005,2.8,-3.9,-0.55
2/10/2005,2/10/2005,0,-6.7,-3.35
2/11/2005,2/11/2005,-0.6,-7.8,-4.2
2/12/2005,2/12/2005,6.7,-6.7,0
2/13/2005,2/13/2005,12.2,-2.2,5
2/14/2005,2/14/2005,12.2,4.4,8.3
2/15/2005,2/15/2005,8.3,2.8,5.55
2/16/2005,2/16/2005,14.4,-2.8,5.8
2/17/2005,2/17/2005,3.3,-6.7,-1.7
2/18/2005,2/18/2005,0,-10.6,-5.3
2/19/2005,2/19/2005,3.3,-1.1,1.1
2/20/2005,2/20/2005,7.8,3.3,5.55
2/21/2005,2/21/2005,10,-2.2,3.9
2/22/2005,2/22/2005,2.8,0,1.4
2/23/2005,2/23/2005,2.8,-7.8,-2.5
2/24/2005,2/24/2005,4.4,-6.7,-1.15
2/25/2005,2/25/2005,4.4,-2.8,0.8
2/26/2005,2/26/2005,7.2,-3.3,1.95
2/27/2005,2/27/2005,9.4,-2.2,3.6
2/28/2005,2/28/2005,6.7,-2.2,2.25
3/1/2005,3/1/2005,3.3,-6.7,-1.7
3/2/2005,3/2/2005,-1.1,-10,-5.55
3/3/2005,3/3/2005,0.6,-11.1,-5.25
3/4/2005,3/4/2005,5,-8.9,-1.95
3/5/2005,3/5/2005,10,-1.7,4.15
3/6/2005,3/6/2005,12.8,0,6.4
3/7/2005,3/7/2005,20.6,5,12.8
3/8/2005,3/8/2005,13.3,-7.8,2.75
3/9/2005,3/9/2005,2.8,-9.4,-3.3
3/10/2005,3/10/2005,2.8,-8.3,-2.75
3/11/2005,3/11/2005,5,-4.4,0.3
3/12/2005,3/12/2005,3.9,-3.3,0.3
3/13/2005,3/13/2005,3.9,-1.7,1.1
3/14/2005,3/14/2005,4.4,-10,-2.8
3/15/2005,3/15/2005,7.2,-9.4,-1.1
3/16/2005,3/16/2005,5,-2.8,1.1
3/17/2005,3/17/2005,12.8,-2.2,5.3
3/18/2005,3/18/2005,15.6,0,7.8
3/19/2005,3/19/2005,14.4,2.2,8.3
3/20/2005,3/20/2005,15.6,2.2,8.9
3/21/2005,3/21/2005,15,-2.8,6.1
3/22/2005,3/22/2005,11.1,-2.2,4.45
3/23/2005,3/23/2005,7.2,-1.1,3.05
3/24/2005,3/24/2005,5,-2.8,1.1
3/25/2005,3/25/2005,10,0,5
3/26/2005,3/26/2005,5.6,0,2.8
3/27/2005,3/27/2005,6.1,1.1,3.6
3/28/2005,3/28/2005,10,-0.6,4.7
3/29/2005,3/29/2005,17.2,1.7,9.45
3/30/2005,3/30/2005,22.2,6.1,14.15
3/31/2005,3/31/2005,25,7.2,16.1
4/1/2005,4/1/2005,18.3,4.4,11.35
4/2/2005,4/2/2005,14.4,5.6,10
4/3/2005,4/3/2005,14.4,3.3,8.85
4/4/2005,4/4/2005,20,2.8,11.4
4/5/2005,4/5/2005,26.7,7.2,16.95
4/6/2005,4/6/2005,25,8.3,16.65
4/7/2005,4/7/2005,25.6,6.1,15.85
4/8/2005,4/8/2005,13.9,1.7,7.8
4/9/2005,4/9/2005,20.6,3.3,11.95
4/10/2005,4/10/2005,26.7,12.2,19.45
4/11/2005,4/11/2005,22.2,13.3,17.75
4/12/2005,4/12/2005,21.1,8.3,14.7
4/13/2005,4/13/2005,4.4,2.2,3.3
4/14/2005,4/14/2005,10.6,0,5.3
4/15/2005,4/15/2005,20.6,4.4,12.5
4/16/2005,4/16/2005,21.7,8.9,15.3
4/17/2005,4/17/2005,25.6,15,20.3
4/18/2005,4/18/2005,28.9,13.3,21.1
4/19/2005,4/19/2005,30,13.3,21.65
4/20/2005,4/20/2005,27.8,15,21.4
4/21/2005,4/21/2005,28.9,7.2,18.05
4/22/2005,4/22/2005,16.1,7.8,11.95
4/23/2005,4/23/2005,4.4,1.7,3.05
4/24/2005,4/24/2005,6.7,-2.2,2.25
4/25/2005,4/25/2005,10.6,0,5.3
4/26/2005,4/26/2005,18.9,3.3,11.1
4/27/2005,4/27/2005,14.4,2.2,8.3
4/28/2005,4/28/2005,14.4,3.3,8.85
4/29/2005,4/29/2005,16.7,5.6,11.15
4/30/2005,4/30/2005,13.3,6.1,9.7
5/1/2005,5/1/2005,15,7.8,11.4
5/2/2005,5/2/2005,12.8,0.6,6.7
5/3/2005,5/3/2005,8.3,-2.8,2.75
5/4/2005,5/4/2005,15.6,0.6,8.1
5/5/2005,5/5/2005,19.4,4.4,11.9
5/6/2005,5/6/2005,22.8,7.2,15
5/7/2005,5/7/2005,25.6,10,17.8
5/8/2005,5/8/2005,28.3,12.2,20.25
5/9/2005,5/9/2005,30.6,15.6,23.1
5/10/2005,5/10/2005,26.1,13.9,20
5/11/2005,5/11/2005,31.1,15.6,23.35
5/12/2005,5/12/2005,27.8,8.9,18.35
5/13/2005,5/13/2005,22.2,8.9,15.55
5/14/2005,5/14/2005,16.7,11.1,13.9
5/15/2005,5/15/2005,15.6,8.9,12.25
5/16/2005,5/16/2005,15,2.2,8.6
5/17/2005,5/17/2005,20.6,6.1,13.35
5/18/2005,5/18/2005,25,10,17.5
5/19/2005,5/19/2005,28.3,12.8,20.55
5/20/2005,5/20/2005,28.9,12.8,20.85
5/21/2005,5/21/2005,20.6,7.8,14.2
5/22/2005,5/22/2005,23.9,8.3,16.1
5/23/2005,5/23/2005,27.8,12.2,20
5/24/2005,5/24/2005,26.7,8.9,17.8
5/25/2005,5/25/2005,23.3,7.8,15.55
5/26/2005,5/26/2005,23.9,11.7,17.8
5/27/2005,5/27/2005,25.6,18.3,21.95
5/28/2005,5/28/2005,23.3,13.3,18.3
5/29/2005,5/29/2005,25.6,15.6,20.6
5/30/2005,5/30/2005,28.3,8.3,18.3
5/31/2005,5/31/2005,27.2,8.3,17.75
6/1/2005,6/1/2005,28.9,15.6,22.25
6/2/2005,6/2/2005,29.4,17.2,23.3
6/3/2005,6/3/2005,17.8,10,13.9
6/4/2005,6/4/2005,26.1,15,20.55
6/5/2005,6/5/2005,33.9,16.7,25.3
6/6/2005,6/6/2005,33.3,17.8,25.55
6/7/2005,6/7/2005,32.8,19.4,26.1
6/8/2005,6/8/2005,35,19.4,27.2
6/9/2005,6/9/2005,35,18.3,26.65
6/10/2005,6/10/2005,34.4,20,27.2
6/11/2005,6/11/2005,35,18.9,26.95
6/12/2005,6/12/2005,34.4,21.1,27.75
6/13/2005,6/13/2005,31.1,20,25.55
6/14/2005,6/14/2005,33.3,16.7,25
6/15/2005,6/15/2005,26.7,11.1,18.9
6/16/2005,6/16/2005,26.7,11.1,18.9
6/17/2005,6/17/2005,24.4,8.9,16.65
6/18/2005,6/18/2005,23.9,11.7,17.8
6/19/2005,6/19/2005,26.7,12.2,19.45
6/20/2005,6/20/2005,29.4,14.4,21.9
6/21/2005,6/21/2005,32.2,17.2,24.7
6/22/2005,6/22/2005,33.3,18.3,25.8
6/23/2005,6/23/2005,35,21.1,28.05
6/24/2005,6/24/2005,36.1,23.9,30
6/25/2005,6/25/2005,35.6,22.2,28.9
6/26/2005,6/26/2005,36.7,21.1,28.9
6/27/2005,6/27/2005,36.1,21.7,28.9
6/28/2005,6/28/2005,35,19.4,27.2
6/29/2005,6/29/2005,34.4,23.3,28.85
6/30/2005,6/30/2005,31.1,20,25.55
7/1/2005,7/1/2005,35,17.8,26.4
7/2/2005,7/2/2005,29.4,11.1,20.25
7/3/2005,7/3/2005,25.6,13.3,19.45
7/4/2005,7/4/2005,31.1,22.2,26.65
7/5/2005,7/5/2005,29.4,16.7,23.05
7/6/2005,7/6/2005,29.4,15.6,22.5
7/7/2005,7/7/2005,30,16.1,23.05
7/8/2005,7/8/2005,30,15.6,22.8
7/9/2005,7/9/2005,31.1,18.3,24.7
7/10/2005,7/10/2005,32.8,18.9,25.85
7/11/2005,7/11/2005,32.8,16.1,24.45
7/12/2005,7/12/2005,35.6,18.3,26.95
7/13/2005,7/13/2005,26.7,18.3,22.5
7/14/2005,7/14/2005,28.3,18.9,23.6
7/15/2005,7/15/2005,31.7,19.4,25.55
7/16/2005,7/16/2005,32.2,20,26.1
7/17/2005,7/17/2005,32.8,20.6,26.7
7/18/2005,7/18/2005,33.9,22.2,28.05
7/19/2005,7/19/2005,31.1,17.8,24.45
7/20/2005,7/20/2005,32.8,19.4,26.1
7/21/2005,7/21/2005,34.4,17.8,26.1
7/22/2005,7/22/2005,34.4,20.6,27.5
7/23/2005,7/23/2005,33.9,21.7,27.8
7/24/2005,7/24/2005,32.2,21.7,26.95
7/25/2005,7/25/2005,36.1,15.6,25.85
7/26/2005,7/26/2005,36.7,23.9,30.3
7/27/2005,7/27/2005,35,16.1,25.55
7/28/2005,7/28/2005,25.6,12.2,18.9
7/29/2005,7/29/2005,25.6,12.8,19.2
7/30/2005,7/30/2005,28.9,16.7,22.8
7/31/2005,7/31/2005,29.4,17.8,23.6
8/1/2005,8/1/2005,30.6,17.8,24.2
8/2/2005,8/2/2005,33.3,20,26.65
8/3/2005,8/3/2005,35,20,27.5
8/4/2005,8/4/2005,35,21.1,28.05
8/6/2005,8/6/2005,31.1,17.8,24.45
8/7/2005,8/7/2005,31.7,20,25.85
8/8/2005,8/8/2005,31.1,15.6,23.35
8/9/2005,8/9/2005,32.2,15.6,23.9
8/10/2005,8/10/2005,33.9,21.1,27.5
8/11/2005,8/11/2005,33.9,21.1,27.5
8/12/2005,8/12/2005,32.2,21.1,26.65
8/13/2005,8/13/2005,34.4,21.7,28.05
8/14/2005,8/14/2005,30,16.7,23.35
8/15/2005,8/15/2005,21.1,16.7,18.9
8/16/2005,8/16/2005,25.6,15.6,20.6
8/17/2005,8/17/2005,29.4,16.1,22.75
8/18/2005,8/18/2005,29.4,18.3,23.85
8/19/2005,8/19/2005,32.2,18.9,25.55
8/20/2005,8/20/2005,33.3,21.1,27.2
8/21/2005,8/21/2005,31.1,16.7,23.9
8/22/2005,8/22/2005,31.1,14.4,22.75
8/23/2005,8/23/2005,27.2,11.1,19.15
8/24/2005,8/24/2005,25,11.1,18.05
8/25/2005,8/25/2005,27.2,12.8,20
8/26/2005,8/26/2005,28.3,15.6,21.95
8/27/2005,8/27/2005,30,17.2,23.6
8/28/2005,8/28/2005,31.1,13.9,22.5
8/29/2005,8/29/2005,33.3,16.7,25
8/30/2005,8/30/2005,32.2,15.6,23.9
8/31/2005,8/31/2005,26.7,13.9,20.3
9/1/2005,9/1/2005,28.3,13.9,21.1
9/2/2005,9/2/2005,28.3,12.8,20.55
9/3/2005,9/3/2005,31.7,10,20.85
9/4/2005,9/4/2005,30.6,12.2,21.4
9/5/2005,9/5/2005,32.2,12.8,22.5
9/6/2005,9/6/2005,31.7,14.4,23.05
9/7/2005,9/7/2005,31.7,15.6,23.65
9/8/2005,9/8/2005,33.9,16.7,25.3
9/9/2005,9/9/2005,33.9,16.7,25.3
9/10/2005,9/10/2005,32.8,16.7,24.75
9/11/2005,9/11/2005,34.4,17.2,25.8
9/12/2005,9/12/2005,35,16.7,25.85
9/13/2005,9/13/2005,33.9,16.7,25.3
9/14/2005,9/14/2005,35,17.2,26.1
9/15/2005,9/15/2005,26.1,12.8,19.45
9/16/2005,9/16/2005,18.9,12.8,15.85
9/17/2005,9/17/2005,31.1,14.4,22.75
9/18/2005,9/18/2005,28.9,12.8,20.85
9/19/2005,9/19/2005,28.3,8.3,18.3
9/20/2005,9/20/2005,34.4,16.1,25.25
9/21/2005,9/21/2005,29.4,14.4,21.9
9/22/2005,9/22/2005,30.6,13.9,22.25
9/23/2005,9/23/2005,35,15.6,25.3
9/24/2005,9/24/2005,21.1,13.3,17.2
9/25/2005,9/25/2005,31.1,14.4,22.75
9/26/2005,9/26/2005,22.8,16.7,19.75
9/27/2005,9/27/2005,23.9,9.4,16.65
9/28/2005,9/28/2005,26.1,9.4,17.75
9/29/2005,9/29/2005,26.7,3.9,15.3
9/30/2005,9/30/2005,18.3,3.3,10.8
10/1/2005,10/1/2005,25.6,8.9,17.25
10/2/2005,10/2/2005,28.3,15,21.65
10/3/2005,10/3/2005,30.6,14.4,22.5
10/4/2005,10/4/2005,32.2,17.2,24.7
10/5/2005,10/5/2005,32.8,16.7,24.75
10/6/2005,10/6/2005,31.1,8.3,19.7
10/7/2005,10/7/2005,16.7,3.3,10
10/8/2005,10/8/2005,14.4,1.7,8.05
10/9/2005,10/9/2005,15.6,2.8,9.2
10/10/2005,10/10/2005,19.4,2.8,11.1
10/11/2005,10/11/2005,18.3,8.3,13.3
10/12/2005,10/12/2005,18.9,8.3,13.6
10/13/2005,10/13/2005,21.7,7.2,14.45
10/14/2005,10/14/2005,21.7,5.6,13.65
10/15/2005,10/15/2005,25.6,11.1,18.35
10/16/2005,10/16/2005,23.3,6.7,15
10/17/2005,10/17/2005,25.6,4.4,15
10/18/2005,10/18/2005,26.7,5,15.85
10/19/2005,10/19/2005,26.1,4.4,15.25
10/20/2005,10/20/2005,10.6,5.6,8.1
10/21/2005,10/21/2005,13.9,1.7,7.8
10/22/2005,10/22/2005,16.1,-1.1,7.5
10/23/2005,10/23/2005,10.6,1.7,6.15
10/24/2005,10/24/2005,11.1,1.7,6.4
10/25/2005,10/25/2005,11.7,-1.1,5.3
10/26/2005,10/26/2005,13.3,-1.1,6.1
10/27/2005,10/27/2005,12.8,-1.7,5.55
10/28/2005,10/28/2005,14.4,-2.8,5.8
10/29/2005,10/29/2005,15.6,1.1,8.35
10/31/2005,10/31/2005,15.6,4.4,10
11/1/2005,11/1/2005,16.7,1.1,8.9
11/2/2005,11/2/2005,13.3,2.8,8.05
11/3/2005,11/3/2005,19.4,2.8,11.1
11/4/2005,11/4/2005,22.8,10,16.4
11/5/2005,11/5/2005,21.1,10,15.55
11/6/2005,11/6/2005,20.6,8.3,14.45
11/7/2005,11/7/2005,12.2,1.1,6.65
11/8/2005,11/8/2005,17.8,3.9,10.85
11/9/2005,11/9/2005,21.1,10,15.55
11/10/2005,11/10/2005,16.7,-2.8,6.95
11/11/2005,11/11/2005,15.6,3.9,9.75
11/12/2005,11/12/2005,17.8,5,11.4
11/13/2005,11/13/2005,15,5.6,10.3
11/14/2005,11/14/2005,15.6,-2.2,6.7
11/15/2005,11/15/2005,8.3,1.7,5
11/16/2005,11/16/2005,16.7,-2.8,6.95
11/17/2005,11/17/2005,-0.6,-4.4,-2.5
11/18/2005,11/18/2005,7.2,-2.2,2.5
11/19/2005,11/19/2005,13.3,-2.2,5.55
11/20/2005,11/20/2005,13.3,-0.6,6.35
11/21/2005,11/21/2005,10.6,-0.6,5
11/22/2005,11/22/2005,10,-2.8,3.6
11/23/2005,11/23/2005,5.6,-2.8,1.4
11/24/2005,11/24/2005,10,-4.4,2.8
11/25/2005,11/25/2005,8.9,-5.6,1.65
11/26/2005,11/26/2005,12.8,-1.1,5.85
11/27/2005,11/27/2005,14.4,4.4,9.4
11/28/2005,11/28/2005,15.6,6.7,11.15
11/29/2005,11/29/2005,0,-7.8,-3.9
11/30/2005,11/30/2005,0,-12.2,-6.1
12/1/2005,12/1/2005,1.1,-3.9,-1.4
12/2/2005,12/2/2005,1.1,-14.4,-6.65
12/3/2005,12/3/2005,-3.9,-13.3,-8.6
12/4/2005,12/4/2005,0,-7.2,-3.6
12/5/2005,12/5/2005,-2.8,-17.8,-10.3
12/6/2005,12/6/2005,-7.8,-17.8,-12.8
12/7/2005,12/7/2005,-6.7,-21.1,-13.9
12/8/2005,12/8/2005,-11.1,-21.1,-16.1
12/9/2005,12/9/2005,-3.9,-14.4,-9.15
12/10/2005,12/10/2005,-2.2,-13.3,-7.75
12/11/2005,12/11/2005,3.3,-12.2,-4.45
12/12/2005,12/12/2005,1.7,-8.9,-3.6
12/13/2005,12/13/2005,-2.2,-9.4,-5.8
12/14/2005,12/14/2005,0,-5,-2.5
12/15/2005,12/15/2005,2.2,-5,-1.4
12/16/2005,12/16/2005,1.7,-5,-1.65
12/17/2005,12/17/2005,-2.2,-12.2,-7.2
12/18/2005,12/18/2005,-1.1,-11.7,-6.4
12/19/2005,12/19/2005,-6.7,-17.8,-12.25
12/20/2005,12/20/2005,-9.4,-17.8,-13.6
12/21/2005,12/21/2005,-1.7,-15,-8.35
12/22/2005,12/22/2005,-1.7,-10.6,-6.15
12/23/2005,12/23/2005,5.6,-5.6,0
12/24/2005,12/24/2005,8.9,-2.2,3.35
12/25/2005,12/25/2005,7.8,-0.6,3.6
12/26/2005,12/26/2005,2.2,-2.2,0
12/27/2005,12/27/2005,1.7,-3.3,-0.8
12/28/2005,12/28/2005,10,-1.1,4.45
12/29/2005,12/29/2005,8.9,-1.1,3.9
12/30/2005,12/30/2005,6.7,-2.2,2.25
12/31/2005,12/31/2005,4.4,-1.1,1.65
1/1/2006,1/1/2006,4.4,-2.2,1.1
1/2/2006,1/2/2006,14.4,10,12.2
1/3/2006,1/3/2006,18.3,1.7,10
1/4/2006,1/4/2006,7.2,2.8,5
1/5/2006,1/5/2006,4.4,5,4.7
1/6/2006,1/6/2006,4.4,-2.2,1.1
1/7/2006,1/7/2006,3.3,-2.2,0.55
1/8/2006,1/8/2006,6.7,-2.2,2.25
1/9/2006,1/9/2006,13.9,-3.9,5
1/10/2006,1/10/2006,3.9,-1.1,1.4
1/11/2006,1/11/2006,7.8,-1.1,3.35
1/12/2006,1/12/2006,5.6,2.2,3.9
1/13/2006,1/13/2006,12.8,1.1,6.95
1/14/2006,1/14/2006,10.6,-5,2.8
1/15/2006,1/15/2006,4.4,-5,-0.3
1/16/2006,1/16/2006,4.4,-4.4,0
1/17/2006,1/17/2006,6.1,0.6,3.35
1/18/2006,1/18/2006,0.6,-6.7,-3.05
1/19/2006,1/19/2006,3.3,-6.7,-1.7
1/20/2006,1/20/2006,13.9,0.6,7.25
1/21/2006,1/21/2006,6.1,-3.9,1.1
1/22/2006,1/22/2006,4.4,-3.9,0.25
1/23/2006,1/23/2006,3.9,-5.6,-0.85
1/24/2006,1/24/2006,1.7,-5,-1.65
1/25/2006,1/25/2006,7.8,-6.1,0.85
1/26/2006,1/26/2006,1.7,-7.8,-3.05
1/27/2006,1/27/2006,7.2,-7.2,0
1/28/2006,1/28/2006,11.7,-1.1,5.3
1/29/2006,1/29/2006,12.2,3.3,7.75
1/30/2006,1/30/2006,10.6,-1.1,4.75
1/31/2006,1/31/2006,3.9,-3.9,0
2/1/2006,2/1/2006,4.4,-3.9,0.25
2/2/2006,2/2/2006,12.2,-2.8,4.7
2/3/2006,2/3/2006,7.2,-2.2,2.5
2/4/2006,2/4/2006,5.6,-3.9,0.85
2/5/2006,2/5/2006,6.7,-9.4,-1.35
2/6/2006,2/6/2006,0.6,-9.4,-4.4
2/7/2006,2/7/2006,3.9,-10,-3.05
2/8/2006,2/8/2006,5,-9.4,-2.2
2/9/2006,2/9/2006,2.8,-11.1,-4.15
2/10/2006,2/10/2006,2.2,-10.6,-4.2
2/11/2006,2/11/2006,5.6,-5,0.3
2/12/2006,2/12/2006,3.3,-3.9,-0.3
2/13/2006,2/13/2006,5,-10,-2.5
2/14/2006,2/14/2006,2.2,-10,-3.9
2/15/2006,2/15/2006,13.9,-4.4,4.75
2/16/2006,2/16/2006,11.7,1.1,6.4
2/17/2006,2/17/2006,16.1,-6.7,4.7
2/18/2006,2/18/2006,-1.7,-16.1,-8.9
2/19/2006,2/19/2006,-2.2,-16.1,-9.15
2/20/2006,2/20/2006,-5.6,-17.8,-11.7
2/21/2006,2/21/2006,1.1,-11.7,-5.3
2/22/2006,2/22/2006,7.2,-2.2,2.5
2/23/2006,2/23/2006,10,-3.9,3.05
2/24/2006,2/24/2006,11.7,-7.2,2.25
2/25/2006,2/25/2006,10,-10,0
2/26/2006,2/26/2006,3.9,-11.7,-3.9
2/27/2006,2/27/2006,4.4,-2.2,1.1
2/28/2006,2/28/2006,13.9,-3.9,5
3/1/2006,3/1/2006,10.6,-0.6,5
3/2/2006,3/2/2006,16.1,0,8.05
3/3/2006,3/3/2006,4.4,-3.9,0.25
3/4/2006,3/4/2006,8.3,-5,1.65
3/5/2006,3/5/2006,7.8,-3.3,2.25
3/6/2006,3/6/2006,7.2,-3.9,1.65
3/7/2006,3/7/2006,4.4,-3.9,0.25
3/8/2006,3/8/2006,10,-2.2,3.9
3/9/2006,3/9/2006,15.6,5,10.3
3/10/2006,3/10/2006,13.9,4.4,9.15
3/11/2006,3/11/2006,14.4,5,9.7
3/12/2006,3/12/2006,18.9,11.7,15.3
3/13/2006,3/13/2006,20,11.1,15.55
3/14/2006,3/14/2006,18.3,-3.3,7.5
3/15/2006,3/15/2006,7.2,-3.9,1.65
3/16/2006,3/16/2006,8.9,-2.2,3.35
3/17/2006,3/17/2006,12.8,0.6,6.7
3/18/2006,3/18/2006,8.9,0,4.45
3/19/2006,3/19/2006,5.6,-0.6,2.5
3/20/2006,3/20/2006,10,-1.1,4.45
3/21/2006,3/21/2006,4.4,-5,-0.3
3/22/2006,3/22/2006,0.6,-7.2,-3.3
3/23/2006,3/23/2006,8.3,-4.4,1.95
3/24/2006,3/24/2006,9.4,-2.2,3.6
3/25/2006,3/25/2006,4.4,-5.6,-0.6
3/26/2006,3/26/2006,6.7,-2.2,2.25
3/27/2006,3/27/2006,10,-0.6,4.7
3/28/2006,3/28/2006,10,2.8,6.4
3/29/2006,3/29/2006,10.6,4.4,7.5
3/30/2006,3/30/2006,12.2,3.3,7.75
